[   1/1568] Verify package files        100% |  70.0   B/s |   1.5 KiB |  00m22s
[ 749/1568] Installing ctags-0:6.1.0-2. 100% |  31.3 MiB/s |   2.1 MiB |  00m00s
[ 750/1568] Installing boost-regex-0:1. 100% |  25.6 MiB/s | 288.3 KiB |  00m00s
[ 751/1568] Installing source-highlight 100% |  23.7 MiB/s |   3.1 MiB |  00m00s
[ 752/1568] Installing xxhash-libs-0:0. 100% |  14.9 MiB/s |  91.6 KiB |  00m00s
[ 753/1568] Installing libipt-0:2.1.2-1 100% |  18.7 MiB/s | 114.6 KiB |  00m00s
[ 754/1568] Installing libbabeltrace-0: 100% |  26.2 MiB/s | 536.3 KiB |  00m00s
[ 755/1568] Installing gdb-headless-0:1 100% |  63.0 MiB/s |  15.7 MiB |  00m00s
[ 756/1568] Installing python3-typing-e 100% |  50.0 MiB/s | 460.6 KiB |  00m00s
[ 757/1568] Installing python3-beautifu 100% |  42.0 MiB/s |   1.9 MiB |  00m00s
[ 758/1568] Installing mtools-0:4.0.49- 100% |   5.7 MiB/s | 360.6 KiB |  00m00s
[ 759/1568] Installing gnuchess-0:6.2.1 100% |  51.8 MiB/s |   4.4 MiB |  00m00s
>>> [RPM] group games does not exist - using root                               
>>> [RPM] group games does not exist - using root                               
[ 760/1568] Installing pcre2-utf32-0:10 100% |  58.5 MiB/s | 599.1 KiB |  00m00s
[ 761/1568] Installing wxBase-0:3.2.8-1 100% |  62.5 MiB/s |   2.9 MiB |  00m00s
[ 762/1568] Installing libpaper-1:2.1.1 100% |   4.5 MiB/s |  50.4 KiB |  00m00s
[ 763/1568] Installing libijs-0:0.35-24 100% |  10.8 MiB/s |  66.5 KiB |  00m00s
[ 764/1568] Installing jbig2dec-libs-0: 100% |  15.1 MiB/s | 170.5 KiB |  00m00s
[ 765/1568] Installing google-droid-san 100% |  74.5 MiB/s |   6.3 MiB |  00m00s
[ 766/1568] Installing adobe-mappings-p 100% |  66.6 MiB/s |   4.4 MiB |  00m00s
[ 767/1568] Installing compat-lua-libs- 100% |  23.5 MiB/s | 505.2 KiB |  00m00s
[ 768/1568] Installing lua-lgi-compat-0 100% |  10.9 MiB/s | 301.1 KiB |  00m00s
[ 769/1568] Installing mailcap-0:2.1.54 100% |   7.1 MiB/s |  87.1 KiB |  00m00s
[ 770/1568] Installing httpd-core-0:2.4 100% |  14.8 MiB/s |   4.6 MiB |  00m00s
[ 771/1568] Installing mod_dnssd-0:0.6- 100% |   8.2 MiB/s |  59.0 KiB |  00m00s
[ 772/1568] Installing httpd-0:2.4.64-2 100% |   1.6 MiB/s |  60.3 KiB |  00m00s
[ 773/1568] Installing rocm-clang-runti 100% |  49.7 MiB/s |   6.9 MiB |  00m00s
[ 774/1568] Installing cmake-filesystem 100% | 632.5 KiB/s |   7.6 KiB |  00m00s
[ 775/1568] Installing rocm-runtime-0:6 100% | 104.1 MiB/s |   2.9 MiB |  00m00s
[ 776/1568] Installing rocm-comgr-0:18- 100% |  47.6 MiB/s | 137.1 MiB |  00m03s
[ 777/1568] Installing xerces-c-0:3.3.0 100% | 121.7 MiB/s |   3.8 MiB |  00m00s
[ 778/1568] Installing unixODBC-0:2.3.1 100% |  16.4 MiB/s |   1.0 MiB |  00m00s
[ 779/1568] Installing ogdi-0:4.1.1-5.f 100% |  18.2 MiB/s | 781.8 KiB |  00m00s
[ 780/1568] Installing libpq-0:16.4-2.f 100% |  39.5 MiB/s | 969.5 KiB |  00m00s
[ 781/1568] Installing libgdither-0:0.6 100% |   9.0 MiB/s |  46.3 KiB |  00m00s
[ 782/1568] Installing gavl-0:1.4.0-38. 100% | 125.1 MiB/s |   4.4 MiB |  00m00s
[ 783/1568] Installing python3-kiwisolv 100% |  11.5 MiB/s | 153.6 KiB |  00m00s
[ 784/1568] Installing python3-fonttool 100% |  66.8 MiB/s |  18.2 MiB |  00m00s
[ 785/1568] Installing python3-cycler-0 100% |   9.6 MiB/s |  39.5 KiB |  00m00s
[ 786/1568] Installing opencv-data-0:4. 100% | 161.9 MiB/s |  10.2 MiB |  00m00s
[ 787/1568] Installing linux-atm-libs-0 100% |   1.7 MiB/s |  69.9 KiB |  00m00s
>>> Running sysusers scriptlet: ppp-0:2.5.1-5.fc42.x86_64                       
>>> Finished sysusers scriptlet: ppp-0:2.5.1-5.fc42.x86_64                      
>>> Scriptlet output:                                                           
>>> Failed to connect to audit log, ignoring: Invalid argument                  
>>>                                                                             
[ 788/1568] Installing ppp-0:2.5.1-5.fc 100% |   9.3 MiB/s | 957.1 KiB |  00m00s
[ 789/1568] Installing pptp-0:1.10.0-22 100% |   3.7 MiB/s | 151.2 KiB |  00m00s
[ 790/1568] Installing NetworkManager-p 100% |  10.0 MiB/s | 520.8 KiB |  00m00s
[ 791/1568] Installing python3-olefile- 100% |  27.9 MiB/s | 342.7 KiB |  00m00s
[ 792/1568] Installing python3-pillow-0 100% |  40.7 MiB/s |   4.0 MiB |  00m00s
[ 793/1568] Installing python3-pikepdf- 100% |  55.2 MiB/s |   2.5 MiB |  00m00s
[ 794/1568] Installing qt-settings-0:42 100% | 559.9 KiB/s |   1.7 KiB |  00m00s
[ 795/1568] Installing qt5-qtbase-commo 100% |  24.8 KiB/s | 356.0   B |  00m00s
[ 796/1568] Installing qt5-qtbase-0:5.1 100% |  61.8 MiB/s |  10.0 MiB |  00m00s
[ 797/1568] Installing kf5-kcoreaddons- 100% |  16.0 MiB/s |   1.8 MiB |  00m00s
[ 798/1568] Installing quazip-qt5-0:1.4 100% |  25.0 MiB/s | 255.7 KiB |  00m00s
[ 799/1568] Installing audit-rules-0:4. 100% |   1.1 MiB/s | 118.1 KiB |  00m00s
>>> Running %post scriptlet: audit-rules-0:4.1.1-1.fc42.x86_64                  
>>> Finished %post scriptlet: audit-rules-0:4.1.1-1.fc42.x86_64                 
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/multi-user.target.wants/audit-rules.ser
>>> No rules detected, adding default                                           
>>> You must be root to run this program.                                       
>>> You must be root to run this program.                                       
>>>                                                                             
[ 800/1568] Installing audit-0:4.1.1-1. 100% |   2.7 MiB/s | 504.6 KiB |  00m00s
>>> Running %post scriptlet: audit-0:4.1.1-1.fc42.x86_64                        
>>> Finished %post scriptlet: audit-0:4.1.1-1.fc42.x86_64                       
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/multi-user.target.wants/auditd.service'
>>> System has not been booted with systemd as init system (PID 1). Can't operat
>>> Failed to connect to system scope bus via local transport: Host is down     
>>>                                                                             
[ 801/1568] Installing wsdd-0:0.8-3.fc4 100% | 768.1 KiB/s |  98.3 KiB |  00m00s
[ 802/1568] Installing groff-base-0:1.2 100% |  25.3 MiB/s |   3.9 MiB |  00m00s
[ 803/1568] Installing perl-Digest-0:1. 100% |   7.2 MiB/s |  37.1 KiB |  00m00s
[ 804/1568] Installing perl-Digest-MD5- 100% |  12.0 MiB/s |  61.6 KiB |  00m00s
[ 805/1568] Installing perl-FileHandle- 100% |   4.8 MiB/s |   9.8 KiB |  00m00s
[ 806/1568] Installing perl-B-0:1.89-51 100% |  44.5 MiB/s | 501.3 KiB |  00m00s
[ 807/1568] Installing perl-MIME-Base32 100% |   7.9 MiB/s |  32.2 KiB |  00m00s
[ 808/1568] Installing perl-Data-Dumper 100% |  16.4 MiB/s | 117.5 KiB |  00m00s
[ 809/1568] Installing perl-libnet-0:3. 100% |  24.0 MiB/s | 294.7 KiB |  00m00s
[ 810/1568] Installing perl-AutoLoader- 100% |  10.2 MiB/s |  20.9 KiB |  00m00s
[ 811/1568] Installing perl-IO-Socket-I 100% |  20.0 MiB/s | 102.2 KiB |  00m00s
[ 812/1568] Installing perl-URI-0:5.31- 100% |  11.0 MiB/s | 269.6 KiB |  00m00s
[ 813/1568] Installing perl-Time-Local- 100% |  13.8 MiB/s |  70.6 KiB |  00m00s
[ 814/1568] Installing perl-Text-Tabs+W 100% |   7.8 MiB/s |  23.9 KiB |  00m00s
[ 815/1568] Installing perl-File-Path-0 100% |  21.0 MiB/s |  64.5 KiB |  00m00s
[ 816/1568] Installing perl-Pod-Escapes 100% |   8.4 MiB/s |  25.9 KiB |  00m00s
[ 817/1568] Installing perl-if-0:0.61.0 100% |   2.0 MiB/s |   6.2 KiB |  00m00s
[ 818/1568] Installing perl-Net-SSLeay- 100% |  38.8 MiB/s |   1.4 MiB |  00m00s
[ 819/1568] Installing perl-IO-Socket-S 100% |  57.6 MiB/s | 707.4 KiB |  00m00s
[ 820/1568] Installing perl-locale-0:1. 100% |   3.4 MiB/s |   6.9 KiB |  00m00s
[ 821/1568] Installing perl-Term-ANSICo 100% |  24.2 MiB/s |  99.2 KiB |  00m00s
[ 822/1568] Installing perl-Term-Cap-0: 100% |   7.5 MiB/s |  30.6 KiB |  00m00s
[ 823/1568] Installing perl-Pod-Simple- 100% |  29.3 MiB/s | 570.4 KiB |  00m00s
[ 824/1568] Installing perl-File-Temp-1 100% |  32.0 MiB/s | 164.1 KiB |  00m00s
[ 825/1568] Installing perl-HTTP-Tiny-0 100% |  30.6 MiB/s | 156.4 KiB |  00m00s
[ 826/1568] Installing perl-POSIX-0:2.2 100% |  37.8 MiB/s | 232.3 KiB |  00m00s
[ 827/1568] Installing perl-IPC-Open3-0 100% |   7.6 MiB/s |  23.3 KiB |  00m00s
[ 828/1568] Installing perl-Class-Struc 100% |  12.6 MiB/s |  25.9 KiB |  00m00s
[ 829/1568] Installing perl-Socket-4:2. 100% |  19.9 MiB/s | 122.0 KiB |  00m00s
[ 830/1568] Installing perl-Symbol-0:1. 100% |   3.5 MiB/s |   7.2 KiB |  00m00s
[ 831/1568] Installing perl-SelectSaver 100% |   1.3 MiB/s |   2.6 KiB |  00m00s
[ 832/1568] Installing perl-podlators-1 100% |   9.2 MiB/s | 321.4 KiB |  00m00s
[ 833/1568] Installing perl-Pod-Perldoc 100% |   5.0 MiB/s | 169.2 KiB |  00m00s
[ 834/1568] Installing perl-File-stat-0 100% |   6.4 MiB/s |  13.1 KiB |  00m00s
[ 835/1568] Installing perl-Text-ParseW 100% |   4.7 MiB/s |  14.6 KiB |  00m00s
[ 836/1568] Installing perl-Fcntl-0:1.1 100% |  16.3 MiB/s |  50.0 KiB |  00m00s
[ 837/1568] Installing perl-base-0:2.27 100% |   6.3 MiB/s |  12.9 KiB |  00m00s
[ 838/1568] Installing perl-mro-0:1.29- 100% |  10.4 MiB/s |  42.6 KiB |  00m00s
[ 839/1568] Installing perl-overloading 100% |   1.8 MiB/s |   5.5 KiB |  00m00s
[ 840/1568] Installing perl-Pod-Usage-4 100% |   3.1 MiB/s |  87.9 KiB |  00m00s
[ 841/1568] Installing perl-IO-0:1.55-5 100% |  14.8 MiB/s | 151.3 KiB |  00m00s
[ 842/1568] Installing perl-constant-0: 100% |   6.7 MiB/s |  27.4 KiB |  00m00s
[ 843/1568] Installing perl-parent-1:0. 100% |   5.4 MiB/s |  11.0 KiB |  00m00s
[ 844/1568] Installing perl-MIME-Base64 100% |   7.2 MiB/s |  44.3 KiB |  00m00s
[ 845/1568] Installing perl-File-Basena 100% |   7.1 MiB/s |  14.6 KiB |  00m00s
[ 846/1568] Installing perl-Errno-0:1.3 100% |   4.3 MiB/s |   8.7 KiB |  00m00s
[ 847/1568] Installing perl-Storable-1: 100% |  38.1 MiB/s | 233.9 KiB |  00m00s
[ 848/1568] Installing perl-Scalar-List 100% |  16.1 MiB/s | 148.6 KiB |  00m00s
[ 849/1568] Installing perl-vars-0:1.05 100% |   2.1 MiB/s |   4.3 KiB |  00m00s
[ 850/1568] Installing perl-Getopt-Std- 100% |   5.7 MiB/s |  11.7 KiB |  00m00s
[ 851/1568] Installing perl-overload-0: 100% |  35.1 MiB/s |  71.9 KiB |  00m00s
[ 852/1568] Installing perl-Getopt-Long 100% |  20.5 MiB/s | 147.2 KiB |  00m00s
[ 853/1568] Installing perl-Carp-0:1.54 100% |  11.6 MiB/s |  47.7 KiB |  00m00s
[ 854/1568] Installing perl-PathTools-0 100% |  16.4 MiB/s | 184.5 KiB |  00m00s
[ 855/1568] Installing perl-DynaLoader- 100% |  10.6 MiB/s |  32.5 KiB |  00m00s
[ 856/1568] Installing perl-Encode-4:3. 100% |  61.8 MiB/s |   4.7 MiB |  00m00s
[ 857/1568] Installing perl-Exporter-0: 100% |   9.1 MiB/s |  55.6 KiB |  00m00s
[ 858/1568] Installing perl-libs-4:5.40 100% |  50.2 MiB/s |   9.9 MiB |  00m00s
[ 859/1568] Installing perl-interpreter 100% |   3.5 MiB/s | 119.9 KiB |  00m00s
[ 860/1568] Installing perl-Image-ExifT 100% |  84.0 MiB/s |  19.5 MiB |  00m00s
[ 861/1568] Installing zfs-fuse-0:0.7.2 100% |  58.5 MiB/s |   6.8 MiB |  00m00s
[ 862/1568] Installing perl-TermReadKey 100% |   8.1 MiB/s |  66.2 KiB |  00m00s
[ 863/1568] Installing perl-File-Find-0 100% |  13.8 MiB/s |  42.5 KiB |  00m00s
[ 864/1568] Installing perl-Error-1:0.1 100% |  11.2 MiB/s |  80.0 KiB |  00m00s
[ 865/1568] Installing perl-lib-0:0.65- 100% |   4.3 MiB/s |   8.9 KiB |  00m00s
[ 866/1568] Installing git-0:2.50.1-1.f 100% |  12.2 MiB/s |  87.2 KiB |  00m00s
[ 867/1568] Installing perl-Git-0:2.50. 100% |  15.9 MiB/s |  65.0 KiB |  00m00s
[ 868/1568] Installing rocm-clang-0:18- 100% |  51.3 MiB/s | 117.6 MiB |  00m02s
[ 869/1568] Installing rocm-clang-devel 100% |  48.1 MiB/s |  21.9 MiB |  00m00s
[ 870/1568] Installing rocm-device-libs 100% |  43.7 MiB/s |   3.2 MiB |  00m00s
[ 871/1568] Installing hipcc-0:18-37.ro 100% |  14.9 MiB/s | 762.6 KiB |  00m00s
[ 872/1568] Installing rocm-hip-0:6.3.1 100% | 114.2 MiB/s |  23.3 MiB |  00m00s
[ 873/1568] Installing oidn-libs-0:2.3. 100% | 124.4 MiB/s |  73.3 MiB |  00m01s
[ 874/1568] Installing texlive-lib-11:2 100% |  21.5 MiB/s |   1.1 MiB |  00m00s
[ 875/1568] Installing cpuinfo-0:24.09. 100% |   1.2 MiB/s | 109.7 KiB |  00m00s
[ 876/1568] Installing svt-av1-libs-0:2 100% |  55.7 MiB/s |   5.6 MiB |  00m00s
[ 877/1568] Installing libavif-0:1.1.1- 100% |  23.4 MiB/s | 215.2 KiB |  00m00s
[ 878/1568] Installing libheif-0:1.19.8 100% |  63.2 MiB/s |   1.3 MiB |  00m00s
[ 879/1568] Installing libtommath-0:1.3 100% |   1.0 MiB/s | 131.5 KiB |  00m00s
[ 880/1568] Installing tcl-1:9.0.0-7.fc 100% |  41.3 MiB/s |   4.3 MiB |  00m00s
[ 881/1568] Installing usb_modeswitch-d 100% |   2.2 MiB/s | 210.7 KiB |  00m00s
[ 882/1568] Installing usb_modeswitch-0 100% |   6.1 MiB/s | 219.6 KiB |  00m00s
[ 883/1568] Installing tbb2020.3-0:2020 100% |  37.5 MiB/s | 268.6 KiB |  00m00s
[ 884/1568] Installing libdatrie-0:0.2. 100% |  14.4 MiB/s |  58.9 KiB |  00m00s
[ 885/1568] Installing libthai-0:0.1.29 100% |  69.7 MiB/s | 785.2 KiB |  00m00s
[ 886/1568] Installing libwsman1-0:2.7. 100% |  29.1 MiB/s | 357.9 KiB |  00m00s
[ 887/1568] Installing libvirt-libs-0:1 100% | 105.7 MiB/s |  27.3 MiB |  00m00s
[ 888/1568] Installing libvirt-daemon-c 100% |   5.5 MiB/s | 332.6 KiB |  00m00s
[ 889/1568] Installing libvirt-daemon-d 100% |  20.2 MiB/s | 911.2 KiB |  00m00s
[ 890/1568] Installing libvirt-glib-0:5 100% |   7.5 MiB/s | 137.8 KiB |  00m00s
[ 891/1568] Installing libvirt-client-0 100% |  15.8 MiB/s | 969.4 KiB |  00m00s
[ 892/1568] Installing libvirt-daemon-d 100% |  11.7 MiB/s | 884.9 KiB |  00m00s
[ 893/1568] Installing libvirt-daemon-l 100% |   2.0 MiB/s | 101.7 KiB |  00m00s
[ 894/1568] Installing libvirt-daemon-l 100% |   3.1 MiB/s | 108.1 KiB |  00m00s
[ 895/1568] Installing libvirt-daemon-p 100% |   1.7 MiB/s |  28.4 KiB |  00m00s
[ 896/1568] Installing libvirt-daemon-c 100% |  21.0 KiB/s | 644.0   B |  00m00s
[ 897/1568] Installing libvirt-gobject- 100% |  31.3 MiB/s | 224.1 KiB |  00m00s
[ 898/1568] Installing libvirt-daemon-d 100% |   9.3 MiB/s |  28.6 KiB |  00m00s
[ 899/1568] Installing libvirt-daemon-d 100% |   8.9 MiB/s |  36.3 KiB |  00m00s
[ 900/1568] Installing libvirt-daemon-d 100% |   6.7 MiB/s |  20.4 KiB |  00m00s
[ 901/1568] Installing libvirt-daemon-d 100% |   9.3 MiB/s |  28.6 KiB |  00m00s
[ 902/1568] Installing libvirt-daemon-d 100% |   9.3 MiB/s |  28.7 KiB |  00m00s
[ 903/1568] Installing libvirt-daemon-d 100% |   5.3 MiB/s |  16.3 KiB |  00m00s
[ 904/1568] Installing libvirt-daemon-d 100% |   9.9 MiB/s |  40.7 KiB |  00m00s
[ 905/1568] Installing libvirt-daemon-d 100% |   6.7 MiB/s |  20.5 KiB |  00m00s
[ 906/1568] Installing libvirt-daemon-d 100% |   4.0 MiB/s |  20.4 KiB |  00m00s
[ 907/1568] Installing libvirt-daemon-d 100% |   6.7 KiB/s | 124.0   B |  00m00s
[ 908/1568] Installing libvirt-daemon-d 100% |  12.5 MiB/s | 752.6 KiB |  00m00s
[ 909/1568] Installing libvirt-daemon-d 100% |  14.3 MiB/s | 817.4 KiB |  00m00s
[ 910/1568] Installing libvirt-daemon-d 100% |  13.9 MiB/s | 842.6 KiB |  00m00s
[ 911/1568] Installing libvirt-daemon-d 100% |  18.6 MiB/s | 744.6 KiB |  00m00s
[ 912/1568] Installing python3-libvirt- 100% |  42.0 MiB/s |   2.1 MiB |  00m00s
[ 913/1568] Installing libvirt-daemon-p 100% |  16.1 MiB/s | 726.4 KiB |  00m00s
[ 914/1568] Installing libvirt-ssh-prox 100% |   4.0 MiB/s |  20.7 KiB |  00m00s
[ 915/1568] Installing libldac-0:2.0.2. 100% |  13.7 MiB/s |  84.2 KiB |  00m00s
[ 916/1568] Installing cdparanoia-libs- 100% |  19.4 MiB/s | 118.9 KiB |  00m00s
[ 917/1568] Installing libudfread-0:1.1 100% |  13.2 MiB/s |  67.3 KiB |  00m00s
[ 918/1568] Installing libbluray-0:1.3. 100% |  43.3 MiB/s | 399.2 KiB |  00m00s
[ 919/1568] Installing gvfs-0:1.57.2-1. 100% |  21.9 MiB/s |   1.2 MiB |  00m00s
[ 920/1568] Installing gvfs-fuse-0:1.57 100% |   8.3 MiB/s |  50.9 KiB |  00m00s
[ 921/1568] Installing speexdsp-0:1.2.1 100% |  50.7 MiB/s | 519.0 KiB |  00m00s
[ 922/1568] Installing protobuf-lite-0: 100% |  64.8 MiB/s | 862.2 KiB |  00m00s
[ 923/1568] Installing libmpcdec-0:1.3. 100% |  16.0 MiB/s |  81.8 KiB |  00m00s
[ 924/1568] Installing libmicrodns-0:0. 100% |  12.2 MiB/s |  62.7 KiB |  00m00s
[ 925/1568] Installing libdvbpsi-0:1.3. 100% |  35.4 MiB/s | 289.7 KiB |  00m00s
[ 926/1568] Installing libdca-0:0.0.7-1 100% |  31.1 MiB/s | 222.8 KiB |  00m00s
[ 927/1568] Installing aribb25-0:0.2.7- 100% |  13.9 MiB/s |  71.3 KiB |  00m00s
[ 928/1568] Installing usbutils-0:018-3 100% |   7.3 MiB/s | 321.1 KiB |  00m00s
[ 929/1568] Installing svt-hevc-libs-0: 100% | 103.1 MiB/s |   2.2 MiB |  00m00s
[ 930/1568] Installing mjpegtools-libs- 100% |  31.2 MiB/s | 415.7 KiB |  00m00s
[ 931/1568] Installing librtmp-0:2.6-1. 100% |  27.2 MiB/s | 166.8 KiB |  00m00s
[ 932/1568] Installing libsrtp-0:2.6.0- 100% |  20.6 MiB/s | 126.7 KiB |  00m00s
[ 933/1568] Installing liblangtag-data- 100% | 105.8 MiB/s |   2.1 MiB |  00m00s
[ 934/1568] Installing liblangtag-0:0.6 100% |  21.1 MiB/s | 216.1 KiB |  00m00s
[ 935/1568] Installing libreoffice-ure- 100% |  73.4 MiB/s |   6.5 MiB |  00m00s
[ 936/1568] Installing libetonyek-0:0.1 100% |  91.8 MiB/s |   2.4 MiB |  00m00s
[ 937/1568] Installing libe-book-0:0.1. 100% |  40.1 MiB/s | 451.9 KiB |  00m00s
[ 938/1568] Installing lpsolve-0:5.5.2. 100% |  17.4 MiB/s | 713.8 KiB |  00m00s
[ 939/1568] Installing libnumbertext-0: 100% |  14.0 MiB/s | 774.1 KiB |  00m00s
[ 940/1568] Installing qqwing-libs-0:1. 100% |  10.2 MiB/s |  62.6 KiB |  00m00s
[ 941/1568] Installing gom-0:0.5.3-2.fc 100% |  23.0 MiB/s | 188.0 KiB |  00m00s
[ 942/1568] Installing libqmi-utils-0:1 100% |  18.8 MiB/s | 826.7 KiB |  00m00s
[ 943/1568] Installing libmbim-utils-0: 100% |   7.7 MiB/s | 306.4 KiB |  00m00s
[ 944/1568] Installing ModemManager-0:1 100% |  28.5 MiB/s |   4.3 MiB |  00m00s
>>> Running %post scriptlet: ModemManager-0:1.22.0-5.fc42.x86_64                
>>> Finished %post scriptlet: ModemManager-0:1.22.0-5.fc42.x86_64               
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/dbus-org.freedesktop.ModemManager1.serv
>>> Created symlink '/etc/systemd/system/multi-user.target.wants/ModemManager.se
>>>                                                                             
[ 945/1568] Installing lm_sensors-libs- 100% |  14.1 MiB/s |  86.9 KiB |  00m00s
[ 946/1568] Installing mesa-libgbm-0:25 100% |   4.0 MiB/s |  20.5 KiB |  00m00s
[ 947/1568] Installing mesa-dri-drivers 100% | 122.2 MiB/s |  46.6 MiB |  00m00s
[ 948/1568] Installing libglvnd-egl-1:1 100% |  11.4 MiB/s |  70.3 KiB |  00m00s
[ 949/1568] Installing mesa-libEGL-0:25 100% |  41.0 MiB/s | 336.0 KiB |  00m00s
[ 950/1568] Installing libglvnd-gles-1: 100% |  17.5 MiB/s | 107.3 KiB |  00m00s
[ 951/1568] Installing libmpc-0:1.3.1-7 100% |  23.2 MiB/s | 166.1 KiB |  00m00s
[ 952/1568] Installing editorconfig-lib 100% |   5.6 MiB/s |  40.2 KiB |  00m00s
[ 953/1568] Installing switcheroo-contr 100% |   1.6 MiB/s | 104.5 KiB |  00m00s
>>> Running %post scriptlet: switcheroo-control-0:2.6-8.fc42.x86_64             
>>> Finished %post scriptlet: switcheroo-control-0:2.6-8.fc42.x86_64            
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/graphical.target.wants/switcheroo-contr
>>>                                                                             
[ 954/1568] Installing gettext-0:0.23.1 100% |  38.8 MiB/s |   5.2 MiB |  00m00s
[ 955/1568] Installing iio-sensor-proxy 100% |   2.4 MiB/s | 163.2 KiB |  00m00s
[ 956/1568] Installing python3-pam-0:2. 100% |   6.1 MiB/s |  62.4 KiB |  00m00s
[ 957/1568] Installing malcontent-0:0.1 100% |   9.0 MiB/s | 583.7 KiB |  00m00s
[ 958/1568] Installing redhat-menus-0:1 100% |  12.5 MiB/s | 689.6 KiB |  00m00s
[ 959/1568] Installing gnome-menus-0:3. 100% |   8.9 MiB/s | 650.3 KiB |  00m00s
[ 960/1568] Installing gnome-app-list-0 100% |  24.6 MiB/s |  75.5 KiB |  00m00s
[ 961/1568] Installing turbojpeg-0:3.1. 100% |  75.1 MiB/s | 922.8 KiB |  00m00s
[ 962/1568] Installing python3-legacy-c 100% |  18.8 MiB/s | 134.7 KiB |  00m00s
[ 963/1568] Installing libspiro-0:20240 100% |  12.0 MiB/s |  98.0 KiB |  00m00s
[ 964/1568] Installing lensfun-0:0.3.4- 100% |  74.1 MiB/s |   4.4 MiB |  00m00s
[ 965/1568] Installing lockdev-0:1.0.4- 100% |   1.2 MiB/s |  72.5 KiB |  00m00s
>>> [RPM] group lock does not exist - using root                                
[ 966/1568] Installing vamp-plugin-sdk- 100% |  34.9 MiB/s | 536.5 KiB |  00m00s
[ 967/1568] Installing suil-0:0.10.20-3 100% |  11.4 MiB/s | 105.4 KiB |  00m00s
[ 968/1568] Installing python3-webencod 100% |   8.8 MiB/s |  90.5 KiB |  00m00s
[ 969/1568] Installing python3-tinycss2 100% |  19.3 MiB/s | 257.5 KiB |  00m00s
[ 970/1568] Installing python3-scour-0: 100% |  10.0 MiB/s | 409.1 KiB |  00m00s
[ 971/1568] Installing python3-pyserial 100% |  14.2 MiB/s | 886.1 KiB |  00m00s
[ 972/1568] Installing python3-cssselec 100% |  21.9 MiB/s | 246.8 KiB |  00m00s
[ 973/1568] Installing python3-inkex-0: 100% |  29.6 MiB/s |   1.8 MiB |  00m00s
[ 974/1568] Installing python3-svg2tikz 100% |   3.6 MiB/s | 133.1 KiB |  00m00s
[ 975/1568] Installing python3-appdirs- 100% |  13.7 MiB/s |  70.0 KiB |  00m00s
[ 976/1568] Installing CharLS-0:2.4.2-8 100% |  32.8 MiB/s | 335.7 KiB |  00m00s
[ 977/1568] Installing gdcm-0:3.0.24-8. 100% |  96.9 MiB/s |   8.0 MiB |  00m00s
[ 978/1568] Installing gpm-libs-0:1.20. 100% |  10.6 MiB/s |  32.4 KiB |  00m00s
[ 979/1568] Installing boost-serializat 100% |  43.3 MiB/s | 443.0 KiB |  00m00s
[ 980/1568] Installing draco-0:1.5.7-4. 100% |  34.2 MiB/s |   1.8 MiB |  00m00s
[ 981/1568] Installing yaml-cpp-0:0.8.0 100% |  36.4 MiB/s | 335.6 KiB |  00m00s
[ 982/1568] Installing pystring-0:1.1.4 100% |  14.3 MiB/s |  88.0 KiB |  00m00s
[ 983/1568] Installing OpenColorIO-0:2. 100% | 106.2 MiB/s |   7.1 MiB |  00m00s
[ 984/1568] Installing python3-zstandar 100% |  81.4 MiB/s |   2.0 MiB |  00m00s
[ 985/1568] Installing jemalloc-0:5.3.0 100% |  20.5 MiB/s | 819.0 KiB |  00m00s
[ 986/1568] Installing python3-newt-0:0 100% |  20.7 MiB/s | 127.0 KiB |  00m00s
[ 987/1568] Installing libisofs-0:1.5.6 100% |  49.8 MiB/s | 510.0 KiB |  00m00s
[ 988/1568] Installing libburn-0:1.5.6- 100% |  39.0 MiB/s | 359.1 KiB |  00m00s
[ 989/1568] Installing libisoburn-0:1.5 100% |  67.8 MiB/s |   1.1 MiB |  00m00s
[ 990/1568] Installing xorriso-0:1.5.6- 100% |   6.2 MiB/s | 344.3 KiB |  00m00s
[ 991/1568] Installing python3-distro-0 100% |   5.2 MiB/s | 200.9 KiB |  00m00s
[ 992/1568] Installing checkpolicy-0:3. 100% |  30.9 MiB/s |   1.5 MiB |  00m00s
[ 993/1568] Installing python3-policyco 100% |  44.1 MiB/s |   5.9 MiB |  00m00s
[ 994/1568] Installing policycoreutils- 100% |   2.4 MiB/s |  97.8 KiB |  00m00s
[ 995/1568] Installing setroubleshoot-p 100% |  17.0 MiB/s |   2.6 MiB |  00m00s
>>> Running sysusers scriptlet: setroubleshoot-server-0:3.3.35-4.fc42.x86_64    
>>> Finished sysusers scriptlet: setroubleshoot-server-0:3.3.35-4.fc42.x86_64   
>>> Scriptlet output:                                                           
>>> Failed to connect to audit log, ignoring: Invalid argument                  
>>> Creating group 'setroubleshoot' with GID 968.                               
>>> Creating user 'setroubleshoot' (SELinux troubleshoot server) with UID 968 an
>>>                                                                             
[ 996/1568] Installing setroubleshoot-s 100% |  11.5 MiB/s |   1.5 MiB |  00m00s
